Qobs,site_no,W_mean,D_mean,(W/D)mean,Stage_mean,Qbank,W_bank,D_bank,(W/D)bank,Stage_bank,VI_summer,VI_winter,VI_spring,CAT_EVI_JFM_2012,DAM_density,Pop_density,StreamOrde,DrainageArEa,AI,D50_mm,Mean Elev,Slope,Ludev,Luforest,Luagri,Mean Discharge,Siltmean,Sand mean,Claymean,RatingCurve_Coeff,RatingCurve_Expo
456.6117858,13342500,136.06272,3.279648,41.49,2.063496,1831.329923,141.006576,5.21208,27.05,4.172712,0.17,0.35,0.2,0.14,16,4.5,7,24050.8773,0.300525,0.48182184,23719,0.00026819,14.19,8.32,13.01,433.3812486,59.77,21.87,18.36,0.115071573,0.579554616
83.25139494,3253500,60.661296,1.807464,33.56,2.548128,908.9693121,87.1728,5.7655968,15.12,7.07136,0.28,0.5,0.49,0.23,50,11.73,6,8547.9147,0.887266667,2.8003368,15735,1.00E-05,3.48,51.99,39.04,118.7089003,51.7,8.36,39.94,0.167354557,0.757535795
162.4717517,7245000,235.7088504,1.4535912,162.16,1.834896,979.0729332,283.5914064,2.7694128,102.4,3.590544,0.1,0.15,0.14,0.11,1299.64,38.08,8,120088.4418,0.70945,0.5045734,14640,1.00E-05,10.54,11.81,28.35,197.9314091,46.66,29.17,24.17,0.320560662,0.37453312
8.453980939,2492360,45.488352,0.681228,66.77,2.252472,461.5638563,519.3792,4.7244,109.94,7.257288,0.36,0.51,0.48,0.31,15,26.09,4,453.1878,1.05605,0.40560037,2184,1.00E-05,4.83,39.01,2.97,8.331878893,43.26,39.65,17.09,0.835763645,0.266019286
23.24809362,3234000,57.6072,1.011936,56.93,1.103376,195.1027589,65.8368,2.490216,26.44,2.871216,0.2,0.39,0.53,0.18,12,10.3,5,2092.3182,0.84385,2.6456392,20508,0.00050574,6.48,27.31,64.88,26.25550779,48.94,29.55,21.51,0.547350696,0.312585341
9.225245647,2317500,25.8717288,0.926592,27.92,0.88392,73.00252525,38.011608,2.767584,13.73,3.529584,0.33,0.44,0.47,0.29,166,22,6,3487.1949,0.8096,0.15158617,2681,1.00E-05,6.09,35.42,9.26,33.63594217,13.92,72.45,13.63,1.175661372,0.286400865
6.273983697,1408500,14.4328896,1.365504,10.57,1.380744,7.425741261,13.0978656,1.5404592,8.5,1.530096,0.25,0.35,0.37,0.21,14,773.75,4,330.8598,0.884622222,0.38530806,93,0.00062695,62.03,19.09,1.13,6.294966446,20.3,70.31,9.42,0.812303772,0.364415041
48.1385617,6652000,84.1248,1.143,73.6,1.347216,252.3026969,83.2104,2.145792,38.78,2.11836,0.15,0.2,0.21,0.11,248,1.05,7,37191.1221,0.198733333,1.0090564,141876,1.00E-05,3.19,3.32,8.72,49.62542029,34.34,51.54,13.81,0.160707078,0.617912577
1.452651891,1097000,15.11808,0.6760464,22.36,0.509016,29.73264105,21.97608,1.271016,17.29,1.459992,0.22,0.39,0.44,0.17,41,1407.41,4,301.5423,1.04504,0.68601775,4260,0.00327052,78.02,14.31,1.36,5.779204233,25.55,72.09,2.35,0.433737445,0.464755731
4.266832208,6891500,11.3794032,0.51401425,22.14,1.682496,25.44726134,20.485608,1.258824,16.27,2.694432,0.16,0.33,0.31,0.13,140,10.45,5,1100.727,0.65518,0.10262676,24803,1.00E-05,3.1,24.25,64.07,7.374884286,57.21,5.46,37.45,1.211511549,0.259249843
106.7728306,12340500,72.5070432,1.3155168,55.12,1.31064,292.9397699,74.547984,2.136648,34.89,2.197608,0.19,0.31,0.28,0.14,87,363.79,7,15213.7422,0.277675,1.8916899,97547,0.0036596,33.85,41.8,1.42,85.04305557,35.53,55.87,8.59,0.105699625,0.732389124
91.19686277,13249500,51.447192,2.63652,19.51,1.267968,248.6215128,80.1624,1.895856,42.28,2.313432,0.19,0.2,0.14,0.16,51,3.89,6,7067.5515,0.228366667,0.65981835,73178,0.02005242,2.99,0.06,0.64,85.44345514,44.68,30.34,24.97,0.224777646,0.578578909
14.87121933,8068500,31.7772288,0.90678,35.04,23.097744,76.7550394,37.1593872,2.32907212,15.95,24.960072,0.25,0.31,0.3,0.21,31,345.87,4,1052.3493,0.72415,0.107780054,2368,0.000216,44.3,19.9,15.57,8.434838781,24.9,57.55,17.55,0.761629131,0.378190298
1.948195909,5402000,20.7264,0.9671304,21.43,0.755904,98.93734527,84.8483952,1.4654784,57.9,3.709416,0.28,0.44,0.49,0.22,2,15.56,4,585.6687,0.8278,2.1222994,29100,0.0005662,10.26,22.22,0.19,5.335904713,20.8,74.03,5.17,0.696703982,0.329567148
6.003161812,2204070,35.052,2.52984,13.86,1.642872,16.36711098,32.9184,2.57556,12.78,1.853184,0.28,0.52,0.47,0.19,35,93,4,479.6613,0.8641,0.2333424,19942,0.0039684,8.83,79.65,7.24,8.659957349,31.65,41.24,27.11,0.210361652,0.57701422
47.44417711,7336200,54.9819576,2.1570696,25.49,2.014728,469.7062392,66.4131768,5.533644,12,6.257544,0.26,0.44,0.37,0.26,21,30.83,6,2935.1574,0.720657143,0.61486685,13103,0.00050854,7.09,43.2,39.3,46.32192565,48.23,26.24,25.53,0.513869909,0.483511298
264.153533,14166000,91.601544,1.959864,46.74,1.35636,981.6319791,132.149088,3.410712,38.75,3.197352,0.22,0.4,0.26,0.22,24,123.26,6,8825.7501,1.039022222,0.87906486,8649,0.00086906,21.8,0.02,45.29,324.1886341,54.86,22.15,23.07,0.262120849,0.412650382
11.93649439,1541200,51.338988,0.929886558,55.21,1.18872,11.93649439,51.338988,0.929886558,55.21,1.18872,0.25,0.44,0.43,0.2,4,139.88,4,952.9713,0.9741,0.10581432,34243,0.0004601,34.06,48.6,11.69,19.77447164,58.02,16.36,25.62,0.27231203,0.613446811
30.90444691,12459000,64.2201408,1.2234672,52.49,0.829056,277.5730632,72.8246448,2.523369858,28.86,2.389632,0.29,0.37,0.36,0.18,9,31.86,5,2590.1883,0.43472,0.82035685,31409,0.00684036,6.59,30.9,41.85,88.74168285,41.5,44.61,13.92,0.193569827,0.60262733
47.35124136,2395000,61.688472,1.734312,35.57,1.517904,47.35124136,61.688472,1.734312,35.57,1.517904,0.3,0.44,0.47,0.26,333,2.65,6,4236.6771,0.98376,0.6975539,18894,1.00E-05,5.91,39.33,44.03,79.21104051,47.07,19.72,33.21,0.157393614,0.78559005
43.60787354,8160400,65.532,1.563624,41.91,1.45084807,163.1047738,65.532,3.2004,20.48,3.33756,0.23,0.37,0.36,0.34,732,156.13,6,94724.4825,0.56076,0.15953693,6591,1.00E-05,29.69,7.26,49.68,77.23342344,44.18,19.46,36.36,0.297333312,0.615497713
6.295334565,3453000,18.3608472,0.7059168,26.01,0.920496,48.87564803,19.4666616,1.9467576,10,1.932432,0.26,0.47,0.47,0.24,4,59.77,4,409.9455,0.852,1.2664266,53004,1.00E-05,7.05,52.74,38.88,5.368072599,30.61,48.38,21.01,0.404556995,0.530258202
36.43310409,6905500,52.8611592,1.078992,48.99,1.304544,102.025434,51.355752,2.200656,23.34,2.264664,0.14,0.3,0.41,0.11,202,1.03,5,4897.5525,0.7456,0.6288067,19478,1.00E-05,1.41,0.56,65.84,43.57799931,55.31,10.13,34.55,0.431074061,0.454757524
28.88313702,4180500,50.1246648,1.3042392,38.43,1.237488,189.0979547,56.769,3.462528,16.4,3.666744,0.29,0.37,0.43,0.22,33,698.44,5,2721.825,0.7835,8.689903,23258,1.00E-05,41.49,16.59,32.69,29.84537023,54.47,16.11,29.43,0.403246484,0.623087864
14.29381144,3512000,43.0612296,0.6181344,69.66,0.582168,52.08954831,41.1056328,1.075816688,38.21,1.03632,0.23,0.53,0.5,0.2,1,115,5,476.5311,1.0922,0.8265433,56244,0.00409151,20.39,71.59,4.8,15.31344281,38.06,33.02,28.87,0.195728167,0.673043147
6.858244252,5076000,13.8437112,1.1314176,12.24,1.734312,53.29221948,24.1575336,2.785872,8.67,3.252216,0.13,0.22,0.34,0.01,21,7.3,4,2515.4505,0.5349625,0.6449866,34111,0.00043715,4.89,2.56,80.1,6.67237277,40.04,20.51,39.47,0.494922537,0.637042024
224.8353999,2130561,94.488,3.727704,25.35,18.25752,224.6995359,86.599776,4.194048,20.65,18.327624,0.25,0.35,0.39,0.22,777,1.53,7,20137.977,0.76654,0.7905578,2321,1.00E-05,6.21,17.54,27.53,235.7686018,22.45,50.66,26.89,1.237848883,0.22794047
15.37602294,8102500,49.7573808,4.4534328,11.17,1.411224,15.63087415,43.2816,4.14528,10.44,1.405128,0.23,0.34,0.31,0.3,197,455.96,5,9283.3713,0.457516667,0.6429223,14011,0.00122379,54.98,7.13,17.05,15.45403573,46.17,13.18,40.66,0.192764148,0.57922842
10.14398426,7364133,36.5900208,2.2375368,16.35,2.493264,10.14398426,36.5900208,2.2375368,16.35,2.493264,0.21,0.32,0.39,0.2,14,7.85,5,1022.6592,0.878988889,0.29272363,4706,1.00E-05,4.9,1.11,63.19,15.11737728,50.51,12.94,36.55,1.018850617,0.460868879
5.165465888,2312500,33.640776,1.271016,26.47,0.947928,5.165465888,33.640776,1.271016,26.47,0.947928,0.37,0.46,0.41,0.32,8,8.28,4,1937.979,0.759833333,0.10254434,1375,2.25E-05,10.66,58.62,2.66,8.691643849,4.8,86.81,8.38,0.654374758,0.311677119
29.02472103,3300400,54.2544,1.02108,53.13,3.47472,433.2470553,79.193136,2.892552,27.38,6.038088,0.27,0.48,0.48,0.26,14,18.44,5,1128.6576,0.92564,0.8460901,16777,0.00066493,6.35,37.91,50.49,17.51756597,48.38,6.26,45.36,0.305079585,0.519743969
21.07276865,2145000,62.54496,1.606296,38.94,1.014984,37.78135193,64.142112,1.664208,38.54,1.301496,0.25,0.49,0.47,0.21,71,283.14,5,1639.737,0.803278571,1.3002644,17423,0.00142885,39.46,50.64,5.65,23.17883073,35.11,24.27,40.62,0.327582854,0.527463737
66.54714413,4268000,69.386196,1.770713337,39.19,1.042416,156.1729908,72.6100656,2.7063192,26.83,1.490472,0.29,0.38,0.48,0.19,33,89.03,5,2913.598,0.9884,0.27888438,5627,0.0012987,11.86,22.92,18.28,66.80938602,34.22,58.5,7.28,0.174409278,0.611293828
14.46988531,1108000,36.3528864,2.0110704,18.08,1.353312,50.40390578,42.2276016,3.0339792,13.92,2.295144,0.32,0.43,0.52,0.25,69,258.72,5,702.1629,1.07336,0.3802308,664,1.00E-05,28.46,37.47,6.66,15.77764013,32.57,61.67,5.75,0.367418361,0.788593406
11.72997996,1361000,43.5760368,0.7821168,55.72,0.865632,29.82956946,46.3475832,0.9701784,47.77,1.15824,0.29,0.47,0.52,0.22,14,106.04,4,847.8135,0.913205882,0.12063773,317,0.00424648,14.19,40.18,37.79,15.34722476,49.21,36.19,14.53,0.19382856,0.678767777
29.81385364,5280000,57.527952,1.331976,43.19,1.338072,359.8794132,93.698568,4.2144696,22.23,4.596384,0.19,0.35,0.47,0.14,28,410.88,6,6808.6764,0.69325,0.69653386,27521,1.00E-05,42.77,19.58,30.89,31.96485447,44.07,28.83,27.1,0.254605166,0.670486525
13.62148564,8106500,23.1748584,2.0509992,11.3,0.74676,13.62148564,23.1748584,2.0509992,11.3,0.74676,0.22,0.37,0.31,0.34,350,12.05,6,18398.3112,0.488466667,0.32892567,9145,1.00E-05,6.31,30.84,47.12,47.09474778,33.64,36.09,30.27,0.795731264,0.379701774
9.316227529,1119500,20.186904,0.7882128,25.61,1.255776,42.86719098,24.553164,2.040636,12.03,2.07264,0.27,0.48,0.55,0.2,32,130.23,4,325.1907,1.11156,0.44846302,7868,0.00068532,13.83,53.68,13.24,6.846294562,39.78,55.28,4.94,0.496814503,0.384750022
306.5820118,3340500,120.9501264,4.4680632,27.07,2.673096,1124.177,197.57136,5.919216,33.38,6.358128,0.19,0.39,0.43,0.17,155,71.86,7,28916.0811,0.881314286,0.89098334,14418,0.00012764,13.3,22.53,55.71,315.2974417,48.93,29.8,21.27,0.270976907,0.507580727
12.65823302,5117500,24.2660424,1.247523394,19.45,1.905,74.69462401,28.4000448,4.3351704,6.55,4.38912,0.19,0.27,0.31,0.13,31,68.57,5,20957.7483,0.374641176,0.4332047,47472,1.17E-05,17.49,1.15,43.82,13.25135673,48.67,26.89,24.44,0.883951569,0.264003591
48.26893225,3020000,74.2864656,1.069848,69.44,1.231392,181.7757114,82.680048,1.788620694,46.23,2.25552,0.19,0.46,0.48,0.17,3,19.58,5,1239.5376,1.038933333,0.33500504,31589,0.00254826,9.34,76.94,6.72,27.23937504,46.71,36.47,16.82,0.340914609,0.420855483
50.9849099,5507800,70.955916,1.760029987,40.32,1.749552,284.6547836,76.6843272,3.677412,20.85,3.874008,0.17,0.4,0.4,0.15,171,1.65,6,6169.14,0.7438,0.6417269,15526,1.00E-05,5.21,22.43,58.03,54.00365079,48.85,14.97,36.18,0.386506392,0.513036218
19.98197716,5286000,38.0079504,0.8065008,47.13,1.054608,173.3412973,63.358776,1.877568,33.75,2.618232,0.21,0.37,0.42,0.15,9,86.53,5,3617.37,0.710083333,0.20351718,26239,0.00016508,12.28,49.26,20.39,19.98894309,9.54,86.66,3.8,0.255109245,0.598693341
5.210291384,4040500,22.354032,0.557784,40.08,1.40208,33.78794675,23.369016,1.269776048,18.4,2.176272,0.25,0.32,0.47,0.2,2,0.03,4,432.588,0.870425,0.32753578,35772,0.01169798,6.06,69.74,6.94,5.972834518,40.58,42.25,17.17,0.40572793,0.482062185
9.287910728,4096405,20.97024,0.86868,24.14,1.408176,25.44072016,24.4339872,1.3234416,18.46,1.959864,0.21,0.35,0.48,0.17,5,44.63,4,536.114,0.82804,0.83201945,27221,0.00167339,9.67,2.26,67.95,5.300990098,34.45,50.19,15.36,0.438842829,0.481698695
7.107517051,11348500,23.43912,0.637032,36.79,1.030224,14.56197155,24.761952,0.920496,26.9,1.194816,0.19,0.21,0.19,0.19,45,0.12,6,3669.4431,0.256266667,0.583477,130213,0.00122534,4.61,37.5,1.01,7.940965455,39.66,29.42,30.92,0.369335376,0.514738918
55.21776195,11476500,48.551592,1.481328,32.78,2.822448,55.21776195,48.551592,1.481328,32.78,2.822448,0.38,0.46,0.43,0.35,2,3.97,5,1391.7798,1.095266667,31.641844,6901,0.00115664,6.15,76.78,0.06,52.62745426,41.29,33.02,25.68,0.288297543,0.524204582
15.14481626,2312720,104.8018224,1.713189141,61.17,11.774424,22.88325996,112.617504,1.84404,61.07,11.878056,0.33,0.41,0.41,0.28,15,6.62,4,3466.9458,0.77185,0.10136985,1193,1.00E-05,3.86,8.91,21.63,16.53236783,5.31,83.72,10.96,0.355312265,0.473553778
31.59180894,5462000,86.581488,0.88392,97.95,2.569464,293.8906198,74.96556,2.65176,28.27,3.85572,0.21,0.37,0.35,0.13,24,413.97,5,4485.0681,0.749366667,0.35866517,27115,0.00061969,54.44,4.95,1.83,35.19662265,35.57,48.62,15.81,0.181229121,0.498491464
11.48554934,2312600,104.18064,2.151888,48.41,12.457176,4.90449825,31.589472,1.261872,25.03,11.905488,0.34,0.53,0.43,0.32,10,17.36,4,2239.1037,0.7687,0.10254434,1223,1.00E-05,1.45,0.66,0.56,10.16791195,5.49,83.17,11.34,0.358413046,0.208217138
5.107501396,7017200,38.0469648,1.5218664,25,0.816864,121.5336994,51.870864,2.185416,23.74,2.785872,0.26,0.49,0.37,0.22,14,9.28,5,461.0115,0.786983333,1.9206377,22989,0.00093107,3.47,57.91,30.91,5.356264493,54.89,15.99,29.12,0.477871916,0.475778008
46.28018668,8117500,32.555688,2.243328,14.51,3.898392,110.7987718,66.162936,2.798064,23.65,5.526024,0.3,0.51,0.5,0.35,9,14.42,5,1877.8293,0.693733333,0.30224758,1616,1.00E-05,6.37,26.97,42.83,16.46154751,33.09,7.83,59.09,1.776012378,0.216800299
12.51715871,2233500,17.9832,1.55448,11.57,1.545336,146.246253,136.484868,3.3000696,41.36,4.7244,0.36,0.46,0.41,0.29,6,19.02,4,782.7606,0.73565,0.10323143,251,1.00E-05,5.42,4.41,24.2,5.137205721,4.73,88.9,6.37,0.855301212,0.31288803
13.2379912,5584500,21.5984328,2.08788,10.34,2.249424,19.73346891,25.4471424,2.4685752,10.31,2.572512,0.22,0.49,0.4,0.17,13,13.75,5,1695.2724,0.7445,0.19376633,15473,3.02E-05,9.54,20.76,53.49,14.24326595,57.81,14.29,27.9,1.246271286,0.211796926
23.61621203,3349000,43.391328,0.966216,44.91,1.50876,46.33968028,38.0670816,1.32588,28.71,1.990344,0.22,0.34,0.31,0.19,4,668.71,4,2213.9838,0.834285714,1.3425503,22933,1.00E-05,83.94,3.94,3.2,25.54707806,46.53,32.66,20.81,0.335757306,0.571102047
22.60572699,4122500,41.4171384,1.609836944,25.73,0.688848,44.17420956,43.089576,1.536192,28.05,1.18872,0.25,0.41,0.46,0.19,7,73.85,5,1790.571,0.818866667,0.3750084,18259,0.00017051,12.88,23.69,36.62,22.3153382,27.47,58.06,14.47,0.402459368,0.429545482
11.66652201,2160700,32.3088,0.743712,43.44,5.0292,81.83555489,36.2712,3.0361128,11.95,6.96468,0.27,0.46,0.46,0.23,67,9.21,5,1152.5805,0.794861538,1.2911825,9530,0.00062301,3.47,79.26,1.64,16.10931482,33.48,38.14,28.38,0.610671728,0.40529682
124.284535,2388500,61.258704,3.450336,17.75,3.389376,124.284535,61.258704,3.450336,17.75,3.389376,0.26,0.49,0.45,0.21,187,34.06,7,5479.623,1.0098,1.0567776,17773,1.00E-05,3.53,71.72,7.17,106.0401051,49.26,18.77,31.98,0.381658335,0.608247486
19.87329728,3380500,25.8808728,2.395938138,10.8,2.173224,107.866737,29.9551344,3.6527232,8.2,3.462528,0.2,0.31,0.4,0.18,13,52.21,5,1209.3858,0.841085714,0.31643283,11647,0.00073977,23.03,7.9,65.79,12.74105966,67.85,9.31,22.84,0.579982761,0.36404449
34.79851675,1013500,47.7082104,1.0860024,43.93,1.34112,281.1355433,56.9479176,3.00228,18.97,2.755392,0.24,0.32,0.43,0.22,3,42.21,5,2259.1683,1.1633,0.18878418,15587,0.00257421,23.06,51.52,11.53,43.13050891,57.48,35.41,7.11,0.16523125,0.639551026
14.94914717,5122000,34.5417648,2.9087064,11.88,2.319528,39.64199229,38.7635496,3.570265717,10.86,3.605784,0.19,0.27,0.39,0.14,40,0.01,5,24294.5748,0.398119355,0.2025488,43607,1.00E-05,2.47,7.5,5.06,15.48722302,23.35,59.7,16.95,0.997020036,0.129222652
4.995819933,7331600,60.7198176,1.423416,42.66,1.453896,319.4099757,127.3594608,2.38506,53.4,3.24612,0.21,0.3,0.24,0.22,2455,0.17,7,99971.2791,0.609333333,1.2868025,15536,0.0001415,12.32,16.07,10.95,153.3720344,41.91,28.02,30.07,0.195888757,0.554537146
6.157488377,3334500,25.7242056,0.7089648,36.28,0.856488,21.45272349,30.9972456,1.0579608,29.3,1.23444,0.23,0.43,0.47,0.2,3,135.74,4,630.603,0.81515,0.5612917,17312,0.00248507,14.99,35.76,44.29,7.072744019,55.75,20.57,23.68,0.423873072,0.465645994
68.53203861,7146500,136.364472,0.722376,188.77,3.483864,467.1022545,163.8644424,2.2689312,72.22,5.056632,0.16,0.33,0.27,0.13,747,17.59,7,109234.1781,0.519666667,0.5237039,32198,0.00043593,10.33,6.93,0.5,62.19009459,44.67,39.05,16.28,0.222131622,0.506802244
19.11947572,5597000,30.6637944,2.0759928,14.77,3.639312,165.8967254,126.114048,3.8148768,33.06,7.077456,0.19,0.36,0.45,0.17,62,27.97,5,2052.2034,0.83560625,0.1277408,10924,1.00E-05,6.03,21.31,58.66,20.84057088,67.29,9.51,23.2,1.082033285,0.378535501
124.9842998,2365200,78.870048,2.929938884,26.92,3.828288,223.9321506,97.9386408,3.504212997,27.95,4.742688,0.29,0.46,0.41,0.26,96,6.36,7,8245.5201,0.91,0.39151284,1917,0.00056561,2.49,1.25,19.79,120.8142828,28.55,55.65,15.8,0.480967162,0.398769383
1330.889647,6813500,247.1928,4.60248,53.71,3.243072,3319.836661,247.5634368,7.768625162,31.87,6.449568,0.14,0.26,0.48,0.1,11301,6.36,9,1008698.02,0.61904375,0.7221175,25757,0.00019509,5.7,6.69,62.11,1351.774052,55.63,14.4,29.95,0.320209387,0.386928429
145.0630072,7194500,360.6320448,4.8487584,74.38,5.568696,3256.432115,359.664,6.7875912,52.99,8.470392,0.17,0.3,0.27,0.16,3717.36,70.62,8,274701.6306,0.684625,0.48026264,14947,1.00E-05,40.09,8.22,34.16,790.5197937,46.89,27.56,25.55,0.163713056,0.471992941
14.25246891,2173000,23.4174792,1.7620488,13.29,1.685544,14.25246891,23.4174792,1.7620488,13.29,1.685544,0.23,0.38,0.58,0.27,136,20.85,5,1902.9996,0.7646,0.17838505,4836,0.00114002,4.12,23.89,33.11,20.02756721,19.78,62.23,17.98,0.626842992,0.177293766
5.452484983,3073000,23.8313976,0.5282184,45.12,1.185672,39.72804705,22.9276656,1.4468856,15.85,2.097024,0.23,0.55,0.5,0.19,14,45.18,5,467.694,0.84236,3.7345464,26296,0.00014853,12.06,75.96,7.27,6.002850327,55.85,11.61,32.55,0.403015453,0.562508391
150.6453813,2475000,74.676,3.10896,24.02,2.37744,292.9100373,81.7909464,4.957572,16.5,3.6576,0.3,0.51,0.42,0.26,237,16.35,6,9072.1566,1.044044444,0.430085,1634,0.00016775,6.7,7.77,0.97,147.3169679,31.27,56.06,12.68,0.633971524,0.330595103
30.01580906,1603000,64.3128,0.5949696,108.09,1.008888,311.2410033,72.4503504,2.6368248,27.48,3.10896,0.2,0.45,0.41,0.16,32,197.6,5,2268.2619,0.7482,1.0895877,18019,0.00628865,41.83,37.76,1.02,40.51851055,48.84,32.24,18.78,0.137103293,0.805710081
10.37533252,10348200,29.61132,0.969264,30.55,1.667256,10.37533252,29.61132,0.969264,30.55,1.667256,0.12,0.14,0.22,0.09,30.51,87.55,5,2744.3106,0.106530769,3.5154698,133606,0.00112282,57.92,0.24,6.58,21.58264097,42.27,36.05,21.68,0.293726379,0.590750271
77.23203592,3454500,58.1972928,2.1506688,27.06,1.054608,116.3864695,60.4058736,2.1832824,27.67,1.152144,0.22,0.51,0.45,0.19,226,1.27,5,4047.6357,0.8595,0.8866337,40159,0.0034547,1.95,85.41,1.72,81.27125768,46.47,37.73,15.77,0.050309561,0.773267084
44.57191903,5079000,57.7330824,3.2433768,17.8,2.069592,306.5700054,61.02858,4.4509944,13.71,5.233416,0.15,0.25,0.35,0.08,50,263.55,6,13822.9164,0.493027778,0.19303863,25784,0.00016942,34.08,0.35,52.18,41.24327907,51.06,12.81,36.15,0.467849644,0.50895702
64.72538274,7067000,68.080128,1.5959328,42.66,1.18872,65.96823545,59.027568,1.307592,45.14,1.170432,0.2,0.41,0.35,0.18,17,35.44,6,4327.3395,0.827,0.799898,13988,1.00E-05,31.55,18.18,2.67,63.53619036,37.29,13.46,49.25,0.244083376,0.532101535
91.61906627,2116500,66.592704,2.228088,29.89,0.829056,268.0468383,70.7136,3.617976,19.55,2.19456,0.23,0.42,0.48,0.23,264,27.23,6,5902.3296,0.825833333,4.604423,19549,0.00096433,11.91,34.51,36.64,91.74736969,30.08,38.54,31.38,0.257233074,0.613014409
9.793224042,3302800,24.5217696,1.2201144,20.1,1.197864,12.06372178,28.2388056,1.0981944,25.71,1.328928,0.27,0.48,0.48,0.24,7,20.35,4,761.5332,0.904345455,1.8692617,17960,0.00020586,4.71,42.3,52.15,9.697116819,55.25,9.97,34.78,0.802010672,0.312047245
56.91677001,6814500,39.0144,1.697736,22.98,2.286,81.97770523,38.3855976,2.3109936,16.61,2.520696,0.19,0.32,0.35,0.15,122,51.72,4,1430.3961,0.57745,0.4188547,28778,0.00183619,11.93,3.4,71.81,6.630265687,55.83,9.43,34.75,0.464630087,0.483119637
27.57838378,1102000,15.761208,1.856232,8.49,1.56972,41.56818605,21.0817968,1.5563088,13.55,1.740408,0.34,0.45,0.53,0.26,37,23.09,4,323.9748,0.9648,0.38652918,474,0.00175175,23.26,48.92,12.63,5.528147475,28.33,68.8,2.86,0.37156951,0.587880806
9.514445136,5516500,20.1168,0.652272,30.84,1.761744,49.83756976,24.761952,1.95072,12.69,3.32232,0.23,0.34,0.42,0.2,2,472.04,3,780.1263,0.869466667,0.16353564,23473,0.0001926,48.79,12.7,29.18,8.324516524,47.27,34.8,17.93,0.659728138,0.417572034
39.77910224,7014500,56.351424,2.389632,23.58,1.298448,43.35242768,47.6960184,2.6636472,17.91,1.399032,0.28,0.52,0.38,0.22,116,9.45,7,3852.405,0.7481,1.7412553,17757,1.00E-05,7.21,47.56,41.75,39.17725695,38.73,21.95,39.32,0.256432486,0.585048376
64.51365802,5568000,66.358008,1.3011912,51,5.42544,121.227793,68.7970176,2.127504,32.34,6.05028,0.17,0.32,0.39,0.14,25,5.8,5,2784.5523,0.736111111,0.28468606,14923,0.00026486,3.91,14.6,71.66,23.09453161,54.28,23.07,22.65,0.433924356,0.428223828
18.29265345,7050500,48.4632,0.633984,76.44,1.313688,33.78194359,46.0248,0.765048,60.16,1.557528,0.36,0.49,0.36,0.3,5,21.18,5,1369.7154,0.763328571,1.1793169,29754,6.34E-05,5.86,34.16,55.55,21.42355718,48.01,13.23,38.76,0.235016231,0.658054349
15.61609278,1173000,15.8691072,1.9589496,8.1,1.901952,23.80797341,25.2072648,1.5700248,16.06,2.090928,0.27,0.43,0.54,0.25,31,16.01,4,252.4509,1.09125,0.39128894,19055,0.00511737,5.8,80.1,3.22,5.16235104,44.24,49.98,5.78,0.371479073,0.370833569
25.46722468,3103500,41.724072,1.197864,34.83,1.072896,62.52239225,44.4178944,1.882454989,23.6,1.536192,0.25,0.48,0.5,0.19,20,180.5,6,1525.3731,0.890666667,0.8646364,26205,0.00513815,29.55,57.19,7.51,24.39214902,53.56,29.07,17.37,0.252149105,0.622947128
150.6152522,2486000,70.571868,3.781044,18.66,3.813048,1267.276463,296.5204128,5.3300376,55.63,10.4394,0.2,0.38,0.36,0.16,224,86.03,6,8211.9375,0.907775,0.6651518,7417,1.00E-05,58.67,1.07,22.97,133.8739064,62.02,14.28,23.69,0.942970834,0.299930338
533.0071452,1335754,229.6427208,4.108704,55.89,7.019544,1288.414446,226.5980736,5.4790848,41.36,8.784336,0.2,0.39,0.42,0.16,164,47.47,6,11929.4964,0.8775,0.18785585,279,1.00E-05,20.72,47.81,15.89,231.8342937,60.51,19.37,20.24,0.097484642,0.673498697
83.81773096,14163900,57.3024,1.31064,43.72,0.905256,482.5737333,61.6064808,4.1519856,14.84,2.877312,0.31,0.46,0.46,0.3,9,46.48,5,2730.9312,1.13568,1.1807723,17994,0.00111062,3.63,55.78,26.85,86.72456385,41.86,24.15,34.09,0.284083212,0.445131179
18.29633463,5593945,21.6289128,1.9327368,11.19,14.69136,93.70346599,29.170884,4.1461944,7.04,17.513808,0.21,0.41,0.43,0.2,45,17.36,6,1765.3023,0.757366667,0.20802155,13702,1.00E-05,6.56,23.13,47.21,15.54838731,67.74,12.07,20.2,1.157666883,0.15446476
9.148223949,1125500,34.6661232,0.7275576,47.65,0.890016,58.98389648,33.5947512,1.5249144,22.03,1.773936,0.26,0.4,0.51,0.2,106,407.01,5,842.1723,1.1165,0.1620143,7209,1.00E-05,42.38,47.54,0.86,17.60970884,37.72,57.83,4.46,0.316609731,0.562234321
6.088112215,6803555,46.811184,0.3386328,138.24,0.835152,809.5668634,77.2887456,5.3419248,14.47,7.8617064,0.16,0.23,0.46,0.13,156,29.62,6,2743.8813,0.564455556,0.2210397,32624,0.0002991,7.71,1.83,86.04,12.13224844,63.59,3.57,32.84,0.45964999,0.499565836
7.372590625,2167450,17.58696,0.880872,19.97,1.3904976,36.68376441,28.6512,2.0522184,13.96,2.84988,0.31,0.43,0.48,0.27,31,6.25,4,586.4166,0.782057143,0.3700397,10991,0.00079935,4.43,54.75,19,5.859369097,30.15,32.2,37.65,0.778729032,0.284547987
