Qobs,site_no,W_mean,D_mean,(W/D)mean,Stage_mean,Qbank,W_bank,D_bank,(W/D)bank,Stage_bank,VI_summer,VI_winter,VI_spring,CAT_EVI_JFM_2012,DAM_density,Pop_density,StreamOrde,DrainageArEa,AI,D50_mm,Mean Elev,Slope,Ludev,Luforest,Luagri,Mean Discharge,Siltmean,Sand mean,Claymean,RatingCurve_Coeff,RatingCurve_Expo
77.72423855,2213000,72.9996,2.020824,36.12,2.676144,113.267204,92.964,2.173224,42.78,3.532632,0.23,0.35,0.31,0.2,436,672.03,6,5828.265,0.73265,0.27919674,8482,0.00013426,80.51,8.83,1.61,77.91863339,26.95,49.81,23.24,0.618568114,0.339979558
41.36356884,2151500,78.092808,1.28016,61,0.829056,65.8988876,77.605128,1.383792,56.08,0.969264,0.27,0.46,0.47,0.24,113,13.94,6,2259.1053,0.89175,2.9826376,19522,0.00075208,9.87,60.34,12.93,44.76529446,30.06,38.67,31.27,0.191099082,0.621334233
54.52592587,6600500,49.6269264,1.323773405,37.49,4.139184,510.8634068,84.7383624,4.5875448,18.47,8.189976,0.18,0.32,0.33,0.14,29,27.7,5,2297.3499,0.522,0.62188727,33647,0.00098489,6.91,4.2,49.63,9.491451894,73,3.4,23.59,0.794660638,0.302278238
37.68595263,1076500,78.7904952,1.0594848,74.37,0.551688,100.5246436,79.6393632,1.595628,49.91,1.045464,0.27,0.42,0.53,0.22,19,254.21,6,1629.504,1.07275,1.1981728,14853,1.00E-05,19.99,65.76,3.62,41.35096787,34.77,61.36,3.87,0.170760775,0.688497173
6.143499878,4066500,17.1029376,0.710184,24.08,0.938784,14.54481157,18.3721248,1.0594848,17.34,1.362456,0.27,0.38,0.46,0.26,5,21.62,4,662.429,0.80686,0.090470076,24894,0.0044368,11.33,30.01,4.07,6.358594298,24.05,69.48,6.48,0.489718959,0.630863642
17.19523582,10136500,20.5819248,1.1561064,17.8,3.813048,17.19523582,20.5819248,1.1561064,17.8,3.813048,0.19,0.31,0.31,0.13,43,2.16,5,4182.5601,0.3555,1.4171798,146588,1.00E-05,10.78,37.9,3.5,17.07902367,45.73,28.94,25.34,0.306650298,0.563630038
55.51041609,7145200,67.6936416,0.9485376,71.37,2.060448,85.09260997,81.5772816,1.2935712,63.06,2.42316,0.2,0.32,0.27,0.22,32,1.99,4,1546.0812,0.412816667,0.36735338,41506,0.0010379,3.33,9.65,21.9,6.352053117,30.82,48.12,21.06,0.335396034,0.389754616
10.9013171,14044000,14.3146272,0.8872728,16.13,1.197864,24.83383448,21.39696,1.3021056,16.43,1.55448,0.15,0.22,0.15,0.14,1,0.47,5,1361.61,0.249966667,0.5764803,76476,0.00537438,0.1,12.36,0.34,8.218668322,46.82,18.97,34.21,0.404397469,0.39080107
7.177516183,10297500,17.78508,0.80772,22.02,0.694944,10.29887716,17.821656,0.926592,19.23,0.841248,0.12,0.12,0.11,0.11,4,11.74,5,1195.1874,0.117628571,0.44845885,151104,0.00071652,7.39,0.84,1.67,7.780097708,32.39,46.18,21.43,0.517755738,0.392179761
83.27336878,1613000,134.8304136,1.498469141,89.98,1.459992,83.27336878,134.8304136,1.498469141,89.98,1.459992,0.19,0.38,0.4,0.15,122,429.51,6,10550.7675,0.75835,4.9451632,12056,1.00E-05,36.99,29.44,1.51,129.8228482,52.73,27.81,19.46,0.164027183,0.613421623
24.30340416,3104500,56.061864,0.697992,80.32,1.2954,100.5246436,59.9694,1.395984,42.96,1.987296,0.2,0.29,0.32,0.15,25,956.11,6,2054.1078,0.8526,1.1063986,24126,0.00300911,95.18,0.59,0.12,29.99788452,55.66,23.02,21.31,0.198141108,0.573164675
6.476845259,8025500,15.968472,1.58496,10.07,1.697736,46.81908372,25.5943608,3.0306264,8.45,3.429,0.35,0.5,0.45,0.25,1,7.01,4,382.8969,0.88645,0.6167437,4499,0.000814,3.58,39.81,0.22,5.223175528,41.87,24.57,33.56,1.147046767,0.212330829
64.40939555,5593000,49.5510312,2.1796248,22.73,3.715512,167.9584717,57.6611496,4.1065704,14.04,6.096,0.21,0.41,0.34,0.18,34,28.83,6,7055.8983,0.7622,0.23788868,12776,9.05E-05,17.55,31.86,6.38,64.05857871,65.9,11.62,22.48,0.601268069,0.469581919
189.6051369,3016000,193.352928,1.557528,124.14,1.542288,955.9379652,208.6420008,3.047372164,68.47,3.087624,0.19,0.36,0.41,0.18,53,47.8,6,9481.4703,1.046675,0.1449083,32331,9.57E-05,14.77,45.98,7.38,197.4798977,46.6,36.66,16.74,0.094498045,0.610872671
6.995240935,1674000,22.3543368,1.4191488,15.75,1.35636,19.81946704,23.7061248,2.086356,11.36,1.999488,0.3,0.47,0.49,0.24,20,16.25,5,669.7044,0.804316667,0.12628925,2753,0.00026302,2.45,51.45,5.31,7.348181543,25.13,63.39,11.45,0.689450291,0.364935965
29.78644297,2169000,85.2074496,3.2226504,26.44,0.79248,136.1838778,100.001832,3.502152,28.55,1.408176,0.24,0.34,0.34,0.19,317,643.7,6,6550.1973,0.716022222,0.28372878,4039,0.00218265,79.56,10.4,0.27,80.99678293,12.47,70.89,16.65,0.193974038,0.484702664
85.82737433,8040600,66.1480008,2.4100536,27.45,15.88008,85.82737433,66.1480008,2.4100536,27.45,15.88008,0.34,0.44,0.39,0.24,267,8.17,6,19613.5812,0.8588875,0.8148638,1518,0.00110275,6.12,10.11,0.69,170.6830293,38.12,37.41,24.47,0.821499071,0.352726271
26.24545532,7241000,24.897588,1.41732,17.57,2.88036,113.1164737,45.7273152,2.7252168,16.78,4.971288,0.21,0.32,0.23,0.19,68.64,227.29,6,34680.8133,0.4949,0.84781,36708,0.00040545,63.43,3.98,7.57,6.785866508,44.85,31.02,24.12,0.80832461,0.396556222
15.97996367,5469000,20.449032,1.5721584,13.01,4.910328,24.78345889,19.9985376,1.6831056,11.88,5.352288,0.18,0.38,0.51,0.13,8,3.82,5,1129.6737,0.73022,0.40006557,17039,1.00E-05,3.91,33.71,56.3,9.85883407,72.07,6.2,21.73,0.930990796,0.211517878
241.8254805,2129000,199.8780864,2.3036784,86.76,1.28016,328.6767904,176.49444,3.59664,49.07,1.47828,0.13,0.23,0.21,0.1,667,4.54,7,17816.7159,0.7914,1.1213661,3744,0.00035911,22.91,24.58,8.94,244.2839169,41.04,32.62,26.35,0.07695422,0.668932317
5.953494143,4127997,14.671548,0.6729984,21.8,1.054608,23.41595562,16.3305744,1.1381232,14.35,1.511808,0.22,0.37,0.44,0.19,6,48.78,4,460.706,0.80704,0.29634804,22983,0.0019418,16.27,41.49,3.62,6.658950606,14.11,77.69,8.2,0.416949369,0.61988736
47.54467343,3406500,41.596056,1.618488,25.7,1.819656,317.1481712,53.016912,4.553712,11.64,5.544312,0.21,0.62,0.53,0.2,11,1.53,5,1557.9972,0.9882,1.6714042,24789,1.00E-05,3.48,94.79,0.18,28.95055932,56.11,19.93,23.95,0.504686861,0.573637298
378.2103793,3374000,145.5529728,3.7484304,38.83,2.761488,962.771234,176.7004848,6.6321432,26.64,5.343144,0.24,0.39,0.42,0.19,540,36.02,7,28530.2007,0.88785,0.18432093,12671,0.00051142,9,37.08,42.5,378.0328613,55.8,22.48,21.72,0.543916843,0.327348216
47.70718355,5567500,43.9914792,1.4100048,31.2,1.545336,110.4203178,49.2706152,2.6855928,18.35,2.60604,0.25,0.43,0.43,0.18,9,21.06,5,1981.9719,0.7776,0.35274553,18858,1.00E-05,15.61,12.45,67.81,16.98246338,54.12,21.02,24.87,0.679045218,0.288630476
6.355337866,2103000,19.818096,0.832104,23.82,2.173224,34.26332921,19.897344,2.356104,8.45,3.669792,0.29,0.37,0.38,0.24,66,386.21,5,896.5179,0.7987,0.1993652,4421,1.00E-05,37.66,43.05,6.66,10.04541347,13.39,69.04,17.56,0.883566639,0.479091581
29.51706524,8206600,22.9038912,3.1193232,7.34,4.00812,30.5164501,24.9500136,3.1613856,7.89,3.9624,0.26,0.34,0.23,0.2,105,44.78,6,11559.5208,0.30585,0.17532372,6688,0.00092037,16.63,0.59,12.61,5.164956186,39.52,10.16,50.33,1.480698788,0.180144255
408.4533457,6926510,129.0194016,7.1243952,18.11,2.3622,813.0654891,126.074424,8.36676,15.07,3.730752,0.24,0.44,0.35,0.2,900,12.95,7,37905.7455,0.723727273,1.0466366,16324,9.58E-05,5.76,46.07,39.68,359.3483882,42.33,16.21,41.33,0.120065852,0.679419796
6.654448235,3353800,15.608808,0.813816,19.18,2.432304,175.2027306,43.4708808,2.8053792,15.5,4.849368,0.24,0.42,0.36,0.22,17,187.57,3,550.1115,0.880166667,0.43405584,19969,0.00072646,21.51,25.16,51.44,6.681745631,49.77,25.87,24.36,0.411777254,0.496547546
36.3579513,5458500,68.51904,1.298448,52.77,0.676656,100.7690742,68.8448712,1.359408,50.64,1.155192,0.19,0.26,0.3,0.12,18,112.05,5,4337.6994,0.7669,0.29396418,26534,0.00025171,16.35,1.74,70.62,36.7233513,36.78,47.09,16.12,0.240328365,0.536835628
6.13826127,3237500,45.0348096,1.19634,37.64,0.932688,224.5239151,50.9016,3.23088,15.75,3.364992,0.23,0.52,0.51,0.2,9,5.03,5,1001.5182,0.88425,11.647291,15883,1.00E-05,6.78,69.77,19.87,13.7751326,51.51,10.28,38.21,0.358881309,0.511833128
53.58054115,2102500,137.67816,1.094232,125.82,0.871728,53.58054115,137.67816,1.094232,125.82,0.871728,0.26,0.39,0.43,0.23,513,180.08,7,8993.9484,0.816833333,0.44114628,3433,0.00020109,32.4,28.97,8.69,100.466141,24.2,56.99,18.81,0.214110806,0.556267877
23.06672451,2163001,47.1553032,1.4255496,33.08,1.453896,23.06672451,47.1553032,1.4255496,33.08,1.453896,0.26,0.48,0.45,0.21,83,161.46,5,1101.9645,0.878633333,0.2640725,19983,0.0026531,25.48,51.48,13.57,23.61377679,29.42,35.52,35.07,0.25773996,0.669480712
232.0749866,5488110,133.337808,3.313176,40.24,26.947368,889.5932862,134.633208,5.568696,24.18,29.29128,0.16,0.3,0.44,0.12,598,7.17,7,31888.4373,0.77295,1.0671604,20955,0.00195081,15.82,22.33,43.35,237.6646381,61.21,8.12,30.67,0.204834647,0.571335642
13.57210114,9174600,18.446496,0.737616,25.01,0.978408,27.28221836,19.379184,1.042416,18.59,1.213104,0.17,0.2,0.27,0.14,14,4.61,5,1932.2829,0.175577778,1.6827736,167046,0.00715778,8.43,26.44,39.94,12.19528164,42.4,32.72,24.88,0.333061463,0.394966963
27.69383138,3360000,40.18788,1.545336,26.01,1.84404,116.0988841,39.1131552,3.4658808,11.29,3.944112,0.22,0.38,0.41,0.21,41,27.83,5,2154.8754,0.90415,1.1752731,16683,0.00113063,8.65,31.23,55.83,27.44212333,44.1,35.77,20.13,0.866992012,0.248511256
38.15368955,1122500,43.2593496,0.9534144,45.37,1.365504,145.3615229,49.6948968,2.2649688,21.94,2.615184,0.25,0.5,0.57,0.2,61,99.84,5,1058.2407,1.1162,0.4304077,4252,1.00E-05,8.55,75.15,6.59,22.65457347,43.46,50.96,5.58,0.331432279,0.536879504
16.7767135,6913500,43.3108608,1.025652,42.23,1.972056,109.5860199,52.2536928,3.4920936,14.96,4.7244,0.19,0.35,0.27,0.16,126,714.62,6,3240.1314,0.660025,0.3820222,26896,1.00E-05,85.76,0.62,11.11,23.84090585,55.33,7.56,37.12,1.102257096,0.312836994
25.50771771,8090800,67.392804,1.560576,43.18,1.28016,25.50771771,67.392804,1.560576,43.18,1.28016,0.27,0.36,0.31,0.29,351,20.14,7,51405.7527,0.406,0.53434277,21637,1.00E-05,11.69,14.78,15.35,31.08808136,40.56,38.17,21.27,0.366619047,0.516307551
8.75776358,6917500,24.6388128,1.5858744,15.54,3.32232,362.9081216,81.9905904,5.5299864,14.83,11.753088,0.19,0.42,0.3,0.17,63,17.35,4,1067.4783,0.716066667,1.4740965,23169,7.99E-05,7.25,13.59,76.85,11.21158429,54.66,8.56,36.76,1.403616162,0.310709532
21.83621792,4062500,33.0086208,1.1009376,29.98,1.240536,24.96669691,32.6919336,1.1975592,27.3,1.240536,0.24,0.32,0.46,0.23,10,0.73,5,1710.46,0.8238625,0.7672624,39138,0.00155518,2.47,60.93,0.32,20.03065374,30.24,62.65,7.11,0.394691706,0.49302736
246.9910314,5490500,157.8102,1.801368,87.61,3.968496,937.7272322,170.928792,3.425952,49.89,5.69976,0.19,0.37,0.38,0.15,862,191.96,7,36310.6152,0.73104,0.5494211,16916,1.00E-05,37.28,16.02,35.31,246.9363516,48.81,18.89,32.3,0.101177717,0.669885249
7.160837587,2133624,29.2632384,1.075944,27.2,2.478024,7.160837587,29.2632384,1.075944,27.2,2.478024,0.27,0.42,0.45,0.25,66,52.79,5,947.7873,0.794175,0.18197966,5444,0.00039957,7.04,8.09,39.51,12.94329825,18.14,63.07,18.79,0.540523392,0.338982339
13.68984239,2016000,46.475904,0.451104,103.03,0.780288,32.46693967,47.5384368,0.7616952,62.41,1.091184,0.29,0.52,0.49,0.23,3,12.61,4,1195.0146,0.762342857,4.9138784,30942,0.00086019,3.93,66.34,21.27,16.65783957,47.08,29.45,23.35,0.293975076,0.511974241
9.062282458,5059000,17.7402744,1.408176,12.6,1.2192,80.98605086,22.8231192,4.1876472,5.45,4.48056,0.19,0.32,0.48,0.13,54,8.57,5,11529.3078,0.44062,0.41669944,28456,0.00031562,4.79,6.16,48.29,8.117662293,30.5,55.9,13.59,0.711091607,0.609749205
96.25059056,2474560,62.572392,2.977896,21.01,1.712976,221.4373838,68.2752,4.35864,15.66,3.2004,0.28,0.46,0.41,0.24,185,7.32,6,6603.9588,1.031783333,0.36023194,2548,5.12E-05,6.78,37.19,0.79,104.8727733,26.74,62.37,10.9,0.583510095,0.427674163
6551.604445,7022000,611.5028664,8.8611456,69.01,5.861304,17090.06122,771.787128,11.68908,66.03,11.259312,0.14,0.35,0.31,0.12,27192,89.39,10,1769763.959,0.8764,0.42052382,9600,1.00E-05,14.69,36.66,10.01,6699.177142,55.85,12.06,32.09,0.209842498,0.475460363
103.6961253,2025500,102.30612,2.4618696,41.56,1.825752,372.1913884,98.4391224,3.6844224,26.72,3.267456,0.25,0.55,0.47,0.19,46,14.41,6,8432.0154,0.799666667,55.178837,16888,0.00129335,8.83,71.48,0.25,109.7071025,30.43,21.04,48.53,0.180884224,0.586088667
23.08144925,9205000,54.1029144,0.6364224,85.01,0.877824,148.220019,66.6204408,1.451284538,45.9,1.801368,0.11,0.12,0.16,0.06,15,0.55,6,3229.5312,0.18464,89.27481,207372,0.00091843,8.86,0.6,9.36,21.8129132,47.76,30.61,21.63,0.197233706,0.575145523
6.476505458,2130910,20.202144,2.054352,9.83,1.636776,6.476505458,20.202144,2.054352,9.83,1.636776,0.27,0.41,0.42,0.23,20,106.08,4,443.2275,0.7432,0.17333268,5561,1.00E-05,6.3,24.41,19.69,6.234538393,15.16,72.11,12.73,0.796906935,0.285600372
16.90297812,3217000,36.329112,1.0863072,33.44,1.383792,17.81126783,34.1376,1.027176,33.23,1.3716,0.31,0.53,0.5,0.25,2,13.13,4,626.9391,0.87375,5.177152,17068,1.00E-05,26.16,25.18,48.66,9.158871066,60.06,17.49,22.45,0.973452445,0.216482967
13.05047734,6607200,28.1705304,1.0506456,26.81,1.789176,466.3822432,59.7063576,4.1324784,14.45,6.06552,0.17,0.26,0.41,0.13,83,1.33,5,1734.6627,0.56955,0.37780222,33375,1.00E-05,6.76,2.87,69.76,10.09069204,70.8,4.49,24.75,0.466403635,0.448933091
15.40147975,5381000,76.637388,0.8238744,93.02,1.301496,161.1564929,80.2532304,1.993392,40.26,2.859024,0.26,0.42,0.49,0.17,25,32.84,5,1944.7209,0.873266667,1.1263773,29403,0.00149438,11.96,24.3,58.07,18.85864966,44.08,39.09,16.84,0.316148497,0.5034171
92.31277126,8062700,33.8328,3.4482024,9.81,3.925824,351.9787143,52.742592,4.773168,11.05,7.897368,0.3,0.4,0.31,0.32,1002,3.3,6,22089.2022,0.585166667,0.695861,7414,0.00010802,2.69,15.81,46.94,127.5590049,31.91,16.34,51.75,0.761845292,0.410379697
42.45591776,1346000,34.8392496,1.0158984,34.29,0.987552,291.6630503,80.3596056,1.9266408,41.71,1.850136,0.25,0.49,0.55,0.18,9,12.47,5,1439.4402,1.034333333,0.20369512,12765,0.00753191,4.5,66.1,24.99,40.04927284,64.18,22.39,13.43,0.153386073,0.554931533
131.6731247,2026000,154.5171408,1.374648,112.4,1.359408,1268.942964,178.175412,3.7654992,47.32,3.791712,0.23,0.44,0.44,0.18,75,11.76,6,9448.6095,0.830133333,9.937511,11557,1.00E-05,9.98,57.5,8.92,126.9135235,49.41,22.21,28.12,0.103234261,0.623377705
149.5022604,3176500,171.1384944,1.5761208,108.58,1.362456,261.0983767,172.94352,2.069592,83.56,1.697736,0.2,0.52,0.46,0.16,73,22.99,6,9799.7994,0.7805,0.65366036,45566,0.00084643,13.98,71.48,7.57,149.359119,37.04,20.18,42.78,0.134510134,0.558562835
75.84488079,2115360,70.696836,1.5191232,46.54,1.399032,376.9831575,74.045064,3.62712,20.41,3.730752,0.27,0.42,0.48,0.26,126,49.68,6,4388.9967,0.85725,0.71017325,21729,1.00E-05,13.26,20.45,57.89,73.19581574,31.38,29.05,39.58,0.322687779,0.533176818
16.72022149,8210000,14.3527272,1.9101816,7.51,2.036064,240.8856176,47.59452,7.3142856,6.51,9.445752,0.21,0.3,0.31,0.21,469,5.26,7,39983.3802,0.359990909,0.1255193,3150,0.00014119,4.65,6.6,36.15,18.63820337,39.32,31.34,29.35,2.391903979,0.133325103
45.16844076,5320000,62.45352,1.106424,56.45,1.152144,663.3493802,158.837376,4.090416,38.83,4.520184,0.13,0.24,0.46,0.1,10,9.92,6,6274.8027,0.6801,0.2378257,24742,0.00211042,4.85,17.13,57.75,35.89129042,53.65,19.05,27.31,0.207225133,0.618998389
26.07971709,5554500,44.669964,1.4139672,31.59,1.484376,117.8307963,51.2103624,2.6401776,19.4,2.932176,0.16,0.25,0.4,0.13,3,369.77,5,1501.6968,0.75798,1.2115743,19175,0.00026869,30.57,2.59,65.23,13.43442485,42.32,41.59,16.09,0.305921312,0.696491712
30.56371084,4114000,70.0768728,1.1036808,63.49,1.892808,101.97234,70.361556,1.8202656,38.65,2.624328,0.2,0.32,0.42,0.16,29,123.84,6,3637.042,0.779866667,1.8137639,21599,0.0025318,22.35,28.13,32.76,32.04487775,24.26,65.6,10.15,0.250437464,0.538501902
178.1139525,6078200,143.906748,1.9318224,74.49,1.594104,178.1139525,143.906748,1.9318224,74.49,1.594104,0.15,0.23,0.18,0.12,180,12.7,7,53048.6505,0.250402128,2.5135105,101276,4.30E-05,2.81,0.03,18.2,185.3010115,40.78,37.56,21.78,0.153255591,0.732488297
16.34097457,6876000,24.9161808,1.2216384,20.4,1.978152,27.71512561,26.9162784,1.71333855,15.71,2.72796,0.17,0.3,0.29,0.14,343,719.4,6,14096.2338,0.41385,0.5572203,41157,0.00132407,75.01,3.04,11.93,8.110583093,59.66,11.01,29.33,0.631842679,0.764590357
123.6248952,2105769,82.689192,3.84048,21.53,5.254752,567.86323,97.407984,7.153656,13.62,6.467856,0.28,0.49,0.46,0.22,727,6.43,7,13637.5722,0.8717,0.22499555,349,0.0001634,0.82,11.23,14.89,162.5008047,20.18,60.69,19.12,0.096086981,0.6650326
21.88396005,4148500,45.4542144,1.0777728,42.17,1.484376,195.258926,59.4475824,2.9516832,20.14,3.928872,0.26,0.4,0.42,0.2,51,464.5,6,2499.997,0.707666667,0.4732532,20864,0.00043988,77.9,15.34,0.21,21.76239602,36.73,47.34,15.92,0.328810817,0.632598785
44.28209657,3379500,29.036772,3.020568,9.61,4.14528,60.78413711,31.840932,3.119084502,10.21,4.93776,0.2,0.51,0.5,0.15,21,0.01,5,2929.554,0.859366667,0.22658639,12220,0.00018684,0.72,33.27,12.34,30.17325047,70.5,8.73,20.77,1.108411741,0.187098904
20.05596896,3303000,52.9181568,0.897636,58.95,1.176528,154.3265655,45.97908,1.953768,23.53,2.7432,0.27,0.55,0.44,0.21,7,20.04,4,1147.1715,0.885866667,5.3833838,13012,0.00113829,17.69,49.38,25.56,20.09105348,61.49,17.6,20.91,0.25080515,0.653637438
5.089831713,3351500,28.9160712,0.903732,32,0.710184,10.02414755,26.798016,1.164336,23.02,0.935736,0.24,0.4,0.47,0.21,1,19.96,3,451.134,0.87168,0.46117622,24047,0.00041887,7.19,22.96,64.38,5.155611641,46.36,30.94,22.7,0.502549365,0.266872965
30.89864196,3443000,35.3412552,1.9525488,18.1,2.508504,83.05946366,38.0981712,3.3491424,11.38,4.0386,0.26,0.45,0.5,0.23,65,137.93,5,768.2508,1.1264,3.1639032,63350,1.00E-05,17.92,28.88,47.21,30.10795193,37.02,33.04,29.94,0.757773294,0.365315238
23.37897388,12340000,43.7208168,0.8638032,50.61,0.740664,168.2322385,54.873144,1.618488,33.9,1.865376,0.19,0.28,0.25,0.19,22,2.61,6,5855.3946,0.3201,0.7664536,102487,1.00E-05,3.44,57.15,0.07,44.18004282,37.23,52.49,10.28,0.215699367,0.548953549
506.8707379,2488000,99.9744,5.21208,19.18,6.199632,1792.1171,189.3320064,7.615428,24.86,10.75944,0.31,0.42,0.41,0.27,367,5.31,6,11797.8714,0.99286,0.6446842,5866,1.00E-05,6.97,11.72,42.97,162.3219275,33.18,51.18,15.65,0.62463722,0.392528701
9.537325111,3108000,34.354008,0.59436,57.8,0.780288,9.537325111,34.354008,0.59436,57.8,0.780288,0.21,0.52,0.48,0.17,14,61.87,4,463.8078,0.816,0.44717273,21966,0.00267898,9.65,84.68,2.43,5.653675854,57.03,20.16,22.8,0.224931243,0.594485306
399.2668941,8066500,131.6736,4.17576,31.53,5.907024,399.2668941,131.6736,4.17576,31.53,5.907024,0.31,0.48,0.4,0.21,1791,4.52,6,44430.5547,0.853170588,0.5596797,1212,1.00E-05,2.24,2.98,14.75,248.1266484,29.51,30.51,39.98,0.280745933,0.544933418
8.172880055,4125460,15.706344,1.100328,14.27,1.243584,26.10681627,17.184624,1.658112,10.36,1.8288,0.24,0.42,0.56,0.19,3,4.64,4,652.379,0.84526,0.7491573,23959,0.00289082,4.73,77.41,0.01,8.372994888,10.37,83.02,6.61,0.380370468,0.606414912
4.743517236,6921720,27.63012,2.907792,9.5,3.724656,95.07572648,32.348424,4.67868,6.91,6.038088,0.22,0.51,0.41,0.17,48,40.45,5,1080.2745,0.725866667,2.2996135,22650,0.00139737,9.83,8.66,37.73,9.908784907,56.55,7.9,35.56,1.353646046,0.179610429
43.4771915,7069500,55.3763688,3.0016704,18.45,1.642872,61.0421598,54.083712,2.447544,22.1,1.932432,0.25,0.45,0.36,0.24,42,106.19,5,3006.8136,0.8172,0.5303926,7935,7.88E-05,26.96,14.56,45.68,42.67075733,37.29,13.46,49.25,0.840725577,0.260974722
13.71535583,1481000,28.3360368,1.548384,18.3,0.819912,14.60583427,26.246328,1.4478,18.13,0.819912,0.26,0.51,0.51,0.19,23,80.91,5,757.2996,0.9514,0.77145463,4587,0.00140213,9.71,68.03,8.55,12.75564281,53.19,27.05,19.76,0.458398878,0.384367186
17.45696801,3036000,44.709588,1.1478768,38.95,0.9906,73.17287913,49.871376,1.8376392,27.14,1.64592,0.23,0.46,0.48,0.18,5,3.1,5,892.6308,1.003633333,0.18775427,30144,0.00218705,11.96,68.33,13.47,18.65754374,54.06,22.82,23.12,0.318431207,0.412705988
3.454649722,8110500,11.43,1.109472,10.3,1.780032046,75.60585867,76.5048,2.200656,34.76,5.599176256,0.26,0.41,0.4,0.27,52,1.83,4,2442.3273,0.561325,0.3938086,8645,0.00024097,2.99,17.22,63.14,12.63642908,22.63,51.56,25.81,1.378070128,0.138256881
48.52341534,7077555,60.2778576,3.5375088,17.04,4.23672,48.52341534,60.2778576,3.5375088,17.04,4.23672,0.19,0.37,0.46,0.11,8,0.31,6,7492.6233,0.82837,0.45090303,5256,6.82E-05,1.81,0.42,52.49,38.79837816,46.16,19.89,33.95,0.980201368,0.259994458
86.93257907,14312000,90.8304,2.029968,44.74,2.182368,484.2172971,98.323908,3.8630352,25.45,3.895344,0.26,0.39,0.32,0.25,15,363.22,5,4238.6328,0.688552941,2.4954183,14278,0.00069935,30.98,17.54,32.7,76.83494942,42.35,32.67,24.98,0.20138845,0.594552067
29.3418692,5054000,32.1911472,2.4484584,13.15,4.6482,535.5754224,224.488248,4.422648,50.76,10.94232,0.16,0.28,0.27,0.1,96.2,1453.48,6,28398.2868,0.454278571,0.20493035,26661,0.00025104,93.46,0.01,1.72,27.05075683,44.7,7.94,47.36,0.301258938,0.681661765
9.230257721,1164000,26.794968,0.713232,37.57,1.505712,42.49669395,32.9531472,2.214372,14.88,2.121408,0.28,0.44,0.53,0.26,53,43.06,4,518.7096,1.0674,0.11848386,23264,0.0062801,8.73,79.39,5.41,10.49695318,38.7,56.77,4.53,0.339239452,0.382855448
238.2661153,12372000,78.01356,3.8751411,20.13,1.7526,665.7309365,86.1206304,4.639722067,18.56,3.240024,0.17,0.28,0.21,0.13,16,2.03,6,18105.8877,0.3432,0.6348944,82025,0.00111899,4.83,5.14,39.46,322.1958675,63.52,15.04,21.44,0.197500191,0.545470698
20.24753212,3146500,31.088076,1.6075152,19.34,1.091184,21.56880538,30.7348128,1.2460224,24.67,1.002792,0.26,0.44,0.49,0.2,16,29.65,5,1396.4571,0.88972,8.132657,23548,0.00091443,18.73,47.66,24,19.49518303,41.93,37.93,20.14,0.31846343,0.52215699
125.0170624,12178000,44.7891408,2.3521416,19.04,25.551384,167.7079812,47.8167192,2.5591008,18.68,25.779984,0.18,0.3,0.3,0.18,3,5.7,5,3067.4502,1.879466667,2.1238546,14554,0.00817647,5.76,30.65,2.88,126.8871888,45.34,45.22,9.43,0.242780837,0.458615316
193.6886745,12353000,114.6761232,1.74498,65.72,1.11252,193.6886745,114.6761232,1.74498,65.72,1.11252,0.2,0.29,0.28,0.15,130,21.4,7,22900.0158,0.271166667,0.8425755,94403,0.00141807,6.23,43.1,14.62,153.7141863,31.91,56.03,12.25,0.168133931,0.530446995
12.58398636,1130000,34.364676,0.8250936,41.65,0.865632,46.91943847,31.5419232,1.3405104,23.53,1.319784,0.25,0.37,0.54,0.23,5,8.35,4,610.38,1.068271429,0.612428,27034,0.00406175,5.26,81.1,0.85,14.24414377,36.79,59.19,4.02,0.259291187,0.498879623
127.7007872,5365500,115.1363712,1.8888456,60.96,1.511808,1061.813861,241.3220472,5.0709576,47.59,4.684776,0.22,0.33,0.35,0.17,141,417.61,6,14692.3011,0.759088889,2.6842527,24750,0.00146067,51.66,19.53,15.3,144.6022928,12.91,82.66,4.44,0.183922232,0.581835548
11.38372212,3500000,24.8695464,0.996696,24.95,0.737616,61.53087947,25.5227328,1.8172176,14.04,1.56972,0.31,0.5,0.48,0.27,18,86.61,4,362.4741,1.21796,1.3296534,61198,0.00120249,16.57,52.77,26.65,11.2749856,37.4,33.86,28.75,0.303534272,0.669705264
29.73264105,1431500,53.6448,1.2201144,43.97,1.243584,130.8236206,61.8744,2.228088,27.77,2.31648,0.23,0.4,0.48,0.18,54,457.47,5,746.1828,0.99155,0.29127795,26649,0.00101967,41.74,53.2,1.65,14.56352897,50.85,33.68,15.43,0.336730253,0.508690545
21.74730317,7143375,86.301072,0.414528,208.19,2.151888,90.61285706,74.669904,1.594104,46.84,2.779776,0.14,0.27,0.24,0.13,596,10.94,7,97435.5876,0.46904,0.20084162,40338,0.00059447,1.85,2.94,1.18,20.7008841,27.31,60,12.69,0.335843074,0.416052993
9.259593927,7247000,40.6545288,1.1314176,35.93,1.688592,14.34336584,43.651932,1.1625072,37.55,1.716024,0.33,0.51,0.4,0.27,18,12.22,5,527.5125,0.8014,0.31867886,17532,1.00E-05,5.26,60.99,28.66,7.023727637,54.85,20.72,24.44,0.568984396,0.361978277
